4615,2016-01-04 15:09,23,748,4,2016-01-04 15:20,2016-01-04 15:46,896
227,2016-01-04 16:03,29,467,3,2016-01-04 16:15,2016-01-04 16:30,212
364,2016-01-04 16:37,89,454,2,2016-01-04 16:47,2016-01-04 16:55,881
937,2016-01-04 18:06,35,237,5,2016-01-04 18:14,2016-01-04 18:32,110
2566,2016-01-04 19:04,83,747,1,2016-01-04 19:19,2016-01-04 19:29,591
3846,2016-01-04 19:39,72,195,5,2016-01-04 19:58,2016-01-04 20:20,585
489,2016-01-04 20:33,65,179,4,2016-01-04 20:44,2016-01-04 21:13,136
4931,2016-01-04 20:55,64,349,2,2016-01-04 21:24,2016-01-04 21:43,564
2048,2016-01-04 21:20,13,177,4,2016-01-04 21:42,2016-01-04 22:00,984
7858,2016-01-04 21:34,11,475,1,2016-01-04 22:03,2016-01-04 22:12,998
9987,2016-01-04 23:25,92,725,1,2016-01-04 23:31,2016-01-05 00:00,512
6260,2016-01-05 00:34,48,205,3,2016-01-05 00:44,2016-01-05 01:02,824
7524,2016-01-05 00:42,77,238,3,2016-01-05 00:48,2016-01-05 01:04,403
6613,2016-01-05 01:05,13,687,2,2016-01-05 01:25,2016-01-05 01:36,163
4905,2016-01-05 02:06,87,717,2,2016-01-05 02:13,2016-01-05 02:40,857
4987,2016-01-05 02:26,84,243,4,2016-01-05 02:45,2016-01-05 03:00,268
2948,2016-01-05 02:31,24,775,1,2016-01-05 02:37,2016-01-05 03:05,457
1060,2016-01-05 03:04,46,589,4,2016-01-05 03:26,2016-01-05 03:34,363
8316,2016-01-05 03:21,96,411,3,2016-01-05 03:34,2016-01-05 03:58,872
1861,2016-01-05 04:46,86,23,4,2016-01-05 04:55,2016-01-05 05:15,802
3841,2016-01-05 05:03,60,445,2,2016-01-05 05:27,2016-01-05 05:46,920
3558,2016-01-05 06:17,67,191,5,2016-01-05 06:29,2016-01-05 06:43,127
401,2016-01-05 06:46,48,861,2,2016-01-05 07:14,2016-01-05 07:34,208
9083,2016-01-05 07:28,65,309,4,2016-01-05 07:52,2016-01-05 08:01,178
532,2016-01-05 07:39,58,816,3,2016-01-05 07:54,2016-01-05 08:12,492
8857,2016-01-05 07:52,40,569,2,2016-01-05 08:08,2016-01-05 08:29,409
6050,2016-01-05 08:16,97,377,2,2016-01-05 08:42,2016-01-05 09:10,600
8114,2016-01-05 08:37,38,753,4,2016-01-05 09:04,2016-01-05 09:22,601
7815,2016-01-05 09:44,47,470,2,2016-01-05 10:10,2016-01-05 10:16,989
4910,2016-01-05 10:01,20,579,4,2016-01-05 10:18,2016-01-05 10:42,305
9511,2016-01-05 10:24,17,973,4,2016-01-05 10:43,2016-01-05 11:00,669
2427,2016-01-05 11:44,17,38,2,2016-01-05 11:55,2016-01-05 12:11,906
9783,2016-01-05 12:06,18,387,5,2016-01-05 12:27,2016-01-05 12:46,993
9343,2016-01-05 13:27,73,217,3,2016-01-05 13:42,2016-01-05 14:09,239
5836,2016-01-05 14:21,69,533,3,2016-01-05 14:36,2016-01-05 14:54,981
4612,2016-01-05 14:29,29,541,4,2016-01-05 14:46,2016-01-05 15:07,833
367,2016-01-05 14:33,12,349,4,2016-01-05 14:47,2016-01-05 15:16,319
2064,2016-01-05 15:08,76,997,5,2016-01-05 15:32,2016-01-05 15:42,114
9886,2016-01-05 16:39,68,75,3,2016-01-05 16:52,2016-01-05 17:09,580
1862,2016-01-05 19:30,67,527,5,2016-01-05 19:45,2016-01-05 19:51,204
3748,2016-01-05 19:53,20,694,4,2016-01-05 20:09,2016-01-05 20:39,627
6453,2016-01-05 21:15,69,629,4,2016-01-05 21:40,2016-01-05 22:05,906
4429,2016-01-05 21:56,18,801,3,2016-01-05 22:03,2016-01-05 22:18,460
4249,2016-01-05 22:07,59,10,2,2016-01-05 22:27,2016-01-05 22:42,307
1306,2016-01-05 22:58,40,625,3,2016-01-05 23:05,2016-01-05 23:12,369
3137,2016-01-05 22:58,54,443,1,2016-01-05 23:08,2016-01-05 23:28,523
376,2016-01-06 00:14,22,752,2,2016-01-06 00:26,2016-01-06 00:53,372
1871,2016-01-06 00:50,50,473,1,2016-01-06 01:18,2016-01-06 01:28,688
6151,2016-01-06 02:12,32,575,3,2016-01-06 02:39,2016-01-06 02:54,716
4626,2016-01-06 03:33,39,504,1,2016-01-06 03:41,2016-01-06 03:57,266
8561,2016-01-06 04:56,30,643,2,2016-01-06 05:18,2016-01-06 05:31,183
9524,2016-01-06 05:08,51,332,3,2016-01-06 05:15,2016-01-06 05:38,364
2654,2016-01-06 05:37,93,23,1,2016-01-06 05:50,2016-01-06 06:17,142
731,2016-01-06 06:33,93,1000,1,2016-01-06 06:42,2016-01-06 06:59,819
3640,2016-01-06 08:02,41,171,2,2016-01-06 08:30,2016-01-06 08:41,368
4808,2016-01-06 08:33,12,397,5,2016-01-06 08:40,2016-01-06 09:02,354
459,2016-01-06 09:04,27,560,5,2016-01-06 09:15,2016-01-06 09:36,811
8196,2016-01-06 09:12,79,593,4,2016-01-06 09:42,2016-01-06 10:12,456
9292,2016-01-06 11:01,13,580,3,2016-01-06 11:28,2016-01-06 11:54,345
5285,2016-01-06 11:49,15,430,3,2016-01-06 11:57,2016-01-06 12:14,669
1402,2016-01-06 12:33,13,127,4,2016-01-06 12:42,2016-01-06 13:05,338
6299,2016-01-06 13:48,65,897,4,2016-01-06 13:57,2016-01-06 14:10,543
4159,2016-01-06 15:15,48,933,2,2016-01-06 15:27,2016-01-06 15:42,301
5369,2016-01-06 15:51,17,708,4,2016-01-06 16:07,2016-01-06 16:23,803
2559,2016-01-06 18:32,38,154,2,2016-01-06 19:01,2016-01-06 19:12,645
668,2016-01-06 19:17,81,222,4,2016-01-06 19:42,2016-01-06 20:04,631
7121,2016-01-06 19:18,90,34,1,2016-01-06 19:43,2016-01-06 20:10,875
8834,2016-01-06 19:19,81,589,3,2016-01-06 19:37,2016-01-06 19:57,145
3163,2016-01-06 19:47,63,391,4,2016-01-06 20:16,2016-01-06 20:45,774
7792,2016-01-06 21:15,14,840,4,2016-01-06 21:36,2016-01-06 21:59,879
1385,2016-01-06 23:46,79,934,2,2016-01-06 23:57,2016-01-07 00:27,666
586,2016-01-06 23:48,7,988,4,2016-01-07 00:00,2016-01-07 00:12,325
5550,2016-01-07 00:11,13,12,3,2016-01-07 00:39,2016-01-07 01:09,710
4480,2016-01-07 00:33,55,850,4,2016-01-07 00:54,2016-01-07 01:10,422
4304,2016-01-07 01:16,83,117,2,2016-01-07 01:34,2016-01-07 02:02,701
8655,2016-01-07 02:34,68,602,2,2016-01-07 02:42,2016-01-07 03:02,457
5176,2016-01-07 03:04,67,996,1,2016-01-07 03:11,2016-01-07 03:20,508
5015,2016-01-07 05:05,19,191,5,2016-01-07 05:22,2016-01-07 05:47,776
3590,2016-01-07 06:24,63,106,3,2016-01-07 06:43,2016-01-07 07:06,462
4624,2016-01-07 07:18,79,235,4,2016-01-07 07:38,2016-01-07 08:02,178
1711,2016-01-07 09:49,91,281,2,2016-01-07 09:55,2016-01-07 10:08,979
1196,2016-01-07 10:08,67,334,4,2016-01-07 10:27,2016-01-07 10:45,405
79,2016-01-07 10:13,81,377,5,2016-01-07 10:37,2016-01-07 11:01,629
8866,2016-01-07 11:15,43,104,4,2016-01-07 11:35,2016-01-07 11:50,465
2666,2016-01-07 14:11,48,920,4,2016-01-07 14:32,2016-01-07 14:57,298
9518,2016-01-07 16:31,35,85,1,2016-01-07 16:51,2016-01-07 17:05,750
7051,2016-01-07 17:21,55,338,3,2016-01-07 17:44,2016-01-07 18:10,964
998,2016-01-07 17:40,90,624,2,2016-01-07 17:50,2016-01-07 18:14,589
5969,2016-01-07 18:03,6,838,4,2016-01-07 18:29,2016-01-07 18:36,182
2931,2016-01-07 20:32,64,67,5,2016-01-07 21:00,2016-01-07 21:19,107
9359,2016-01-07 20:55,75,278,4,2016-01-07 21:24,2016-01-07 21:47,937
6133,2016-01-07 21:14,35,143,4,2016-01-07 21:40,2016-01-07 21:50,661
3106,2016-01-07 21:40,41,14,2,2016-01-07 21:49,2016-01-07 22:05,630
1089,2016-01-07 22:43,19,317,2,2016-01-07 22:55,2016-01-07 23:13,390
3188,2016-01-07 23:58,83,499,2,2016-01-08 00:19,2016-01-08 00:25,588
7848,2016-01-08 01:18,78,646,3,2016-01-08 01:39,2016-01-08 01:54,838
899,2016-01-08 01:24,52,879,3,2016-01-08 01:54,2016-01-08 02:16,484
8863,2016-01-08 01:41,40,567,4,2016-01-08 02:02,2016-01-08 02:09,958
1104,2016-01-08 01:57,1,349,1,2016-01-08 02:14,2016-01-08 02:22,511
7934,2016-01-08 02:43,51,626,3,2016-01-08 03:12,2016-01-08 03:26,601
3264,2016-01-08 03:19,87,125,4,2016-01-08 03:36,2016-01-08 03:48,319
4084,2016-01-08 03:52,72,862,3,2016-01-08 04:03,2016-01-08 04:26,473
4278,2016-01-08 06:52,58,783,5,2016-01-08 07:17,2016-01-08 07:41,712
1153,2016-01-08 09:57,51,131,1,2016-01-08 10:19,2016-01-08 10:37,717
7477,2016-01-08 10:09,14,881,3,2016-01-08 10:20,2016-01-08 10:37,146
6259,2016-01-08 10:28,79,996,2,2016-01-08 10:39,2016-01-08 10:49,990
6101,2016-01-08 10:40,20,6,3,2016-01-08 10:50,2016-01-08 11:11,776
7906,2016-01-08 11:04,19,188,3,2016-01-08 11:31,2016-01-08 11:38,132
4575,2016-01-08 12:10,52,76,1,2016-01-08 12:20,2016-01-08 12:35,402
4256,2016-01-08 12:15,61,777,2,2016-01-08 12:31,2016-01-08 12:43,935
9992,2016-01-08 12:22,86,735,4,2016-01-08 12:50,2016-01-08 12:59,894
5251,2016-01-08 15:05,55,694,5,2016-01-08 15:21,2016-01-08 15:45,444
5435,2016-01-08 15:44,20,406,4,2016-01-08 16:03,2016-01-08 16:12,522
4016,2016-01-08 16:06,66,632,1,2016-01-08 16:23,2016-01-08 16:35,404
2441,2016-01-08 16:49,88,850,2,2016-01-08 17:11,2016-01-08 17:37,960
9209,2016-01-08 17:22,89,6,3,2016-01-08 17:34,2016-01-08 17:42,453
8194,2016-01-08 17:51,65,204,5,2016-01-08 18:17,2016-01-08 18:45,695
8824,2016-01-08 18:36,82,47,5,2016-01-08 18:59,2016-01-08 19:08,572
2553,2016-01-08 19:30,95,873,5,2016-01-08 20:00,2016-01-08 20:08,108
3469,2016-01-08 19:38,3,861,1,2016-01-08 19:56,2016-01-08 20:05,119
2383,2016-01-08 20:07,66,476,5,2016-01-08 20:36,2016-01-08 20:55,516
3695,2016-01-08 20:52,29,374,2,2016-01-08 21:18,2016-01-08 21:26,650
5465,2016-01-08 21:53,12,444,4,2016-01-08 22:12,2016-01-08 22:22,843
1420,2016-01-08 22:41,95,88,3,2016-01-08 22:52,2016-01-08 22:58,148
1702,2016-01-08 23:45,89,726,2,2016-01-09 00:14,2016-01-09 00:24,891
5668,2016-01-09 00:51,82,602,4,2016-01-09 01:02,2016-01-09 01:09,164
3433,2016-01-09 02:47,28,885,3,2016-01-09 03:12,2016-01-09 03:37,218
4618,2016-01-09 03:06,6,779,3,2016-01-09 03:18,2016-01-09 03:27,600
5433,2016-01-09 03:20,62,699,1,2016-01-09 03:49,2016-01-09 04:11,725
7322,2016-01-09 03:29,81,561,3,2016-01-09 03:34,2016-01-09 03:49,137
9913,2016-01-09 03:44,80,430,2,2016-01-09 03:58,2016-01-09 04:07,489
4591,2016-01-09 04:19,29,93,3,2016-01-09 04:29,2016-01-09 04:47,428
7681,2016-01-09 04:37,86,240,1,2016-01-09 04:46,2016-01-09 05:02,681
3721,2016-01-09 05:46,60,338,2,2016-01-09 06:10,2016-01-09 06:15,777
2532,2016-01-09 05:50,50,45,3,2016-01-09 06:05,2016-01-09 06:26,566
4557,2016-01-09 08:21,70,11,3,2016-01-09 08:42,2016-01-09 08:51,611
8849,2016-01-09 08:45,51,977,2,2016-01-09 08:52,2016-01-09 09:12,393
289,2016-01-09 10:19,51,742,3,2016-01-09 10:44,2016-01-09 11:13,635
1794,2016-01-09 11:48,26,894,2,2016-01-09 12:02,2016-01-09 12:27,947
8779,2016-01-09 13:35,93,838,4,2016-01-09 13:54,2016-01-09 14:10,859
4601,2016-01-09 14:18,50,259,3,2016-01-09 14:32,2016-01-09 14:47,451
2890,2016-01-09 14:27,86,916,2,2016-01-09 14:49,2016-01-09 15:06,363
302,2016-01-09 15:58,74,310,5,2016-01-09 16:10,2016-01-09 16:33,661
6395,2016-01-09 16:35,27,624,5,2016-01-09 17:00,2016-01-09 17:22,713
6012,2016-01-09 17:02,3,95,5,2016-01-09 17:21,2016-01-09 17:49,462
2241,2016-01-09 18:49,73,55,3,2016-01-09 19:06,2016-01-09 19:30,384
6459,2016-01-09 19:52,39,732,4,2016-01-09 20:06,2016-01-09 20:21,932
4478,2016-01-09 21:41,84,106,2,2016-01-09 21:58,2016-01-09 22:12,113
575,2016-01-09 23:52,61,932,2,2016-01-10 00:18,2016-01-10 00:33,365
453,2016-01-10 00:07,95,872,5,2016-01-10 00:31,2016-01-10 00:57,928
5952,2016-01-10 00:47,58,7,2,2016-01-10 01:05,2016-01-10 01:25,540
3174,2016-01-10 00:50,10,77,5,2016-01-10 01:04,2016-01-10 01:29,617
8019,2016-01-10 01:47,37,851,5,2016-01-10 02:03,2016-01-10 02:24,983
4639,2016-01-10 01:52,48,783,2,2016-01-10 02:19,2016-01-10 02:25,478
3418,2016-01-10 02:07,40,190,4,2016-01-10 02:24,2016-01-10 02:48,787
318,2016-01-10 02:55,58,920,4,2016-01-10 03:13,2016-01-10 03:21,265
4564,2016-01-10 04:37,34,693,3,2016-01-10 05:06,2016-01-10 05:17,436
5802,2016-01-10 05:34,20,258,1,2016-01-10 06:03,2016-01-10 06:20,544
8698,2016-01-10 06:13,18,194,4,2016-01-10 06:37,2016-01-10 07:04,375
2462,2016-01-10 07:28,10,734,5,2016-01-10 07:35,2016-01-10 07:58,729
4697,2016-01-10 07:34,74,321,3,2016-01-10 07:58,2016-01-10 08:09,937
9996,2016-01-10 07:52,34,897,2,2016-01-10 08:19,2016-01-10 08:31,352
2737,2016-01-10 08:05,43,260,4,2016-01-10 08:23,2016-01-10 08:46,761
9100,2016-01-10 08:13,48,180,2,2016-01-10 08:37,2016-01-10 08:44,637
2099,2016-01-10 09:05,86,260,4,2016-01-10 09:32,2016-01-10 09:38,840
4482,2016-01-10 09:18,23,783,3,2016-01-10 09:37,2016-01-10 10:06,731
9335,2016-01-10 09:39,86,92,1,2016-01-10 09:46,2016-01-10 09:51,535
3618,2016-01-10 09:42,65,143,5,2016-01-10 09:48,2016-01-10 09:56,344
7138,2016-01-10 10:04,34,694,3,2016-01-10 10:31,2016-01-10 10:56,197
2357,2016-01-10 10:27,79,488,3,2016-01-10 10:55,2016-01-10 11:14,228
7927,2016-01-10 10:35,17,914,2,2016-01-10 10:49,2016-01-10 11:03,383
7129,2016-01-10 11:00,3,646,3,2016-01-10 11:26,2016-01-10 11:35,366
4532,2016-01-10 11:36,59,283,3,2016-01-10 11:55,2016-01-10 12:17,748
3688,2016-01-10 12:47,90,712,2,2016-01-10 13:03,2016-01-10 13:32,256
7644,2016-01-10 13:22,23,81,4,2016-01-10 13:48,2016-01-10 14:17,812
809,2016-01-10 13:23,78,17,5,2016-01-10 13:31,2016-01-10 14:00,571
8961,2016-01-10 14:19,34,228,3,2016-01-10 14:48,2016-01-10 15:11,195
2695,2016-01-10 14:33,82,295,5,2016-01-10 14:51,2016-01-10 15:10,780
5683,2016-01-10 16:13,34,424,5,2016-01-10 16:30,2016-01-10 16:43,128
5029,2016-01-10 16:19,82,45,5,2016-01-10 16:24,2016-01-10 16:44,789
4393,2016-01-10 16:50,15,839,1,2016-01-10 17:02,2016-01-10 17:24,297
7903,2016-01-10 16:56,97,322,3,2016-01-10 17:13,2016-01-10 17:23,889
9747,2016-01-10 17:58,61,85,4,2016-01-10 18:26,2016-01-10 18:50,614
881,2016-01-10 18:11,9,310,2,2016-01-10 18:28,2016-01-10 18:44,790
5745,2016-01-10 18:29,35,377,3,2016-01-10 18:43,2016-01-10 18:55,242
2742,2016-01-10 18:32,24,611,4,2016-01-10 18:39,2016-01-10 19:02,313
5770,2016-01-10 18:44,59,78,5,2016-01-10 19:05,2016-01-10 19:15,318
5180,2016-01-10 19:28,32,310,2,2016-01-10 19:58,2016-01-10 20:19,290
3328,2016-01-10 20:45,90,615,4,2016-01-10 20:59,2016-01-10 21:05,697
5170,2016-01-10 22:01,67,862,4,2016-01-10 22:23,2016-01-10 22:46,364
9106,2016-01-11 00:26,37,688,3,2016-01-11 00:56,2016-01-11 01:13,715
1709,2016-01-11 00:37,70,911,2,2016-01-11 00:46,2016-01-11 01:07,671
3235,2016-01-11 00:39,13,473,2,2016-01-11 01:04,2016-01-11 01:20,301
1650,2016-01-11 00:56,6,724,3,2016-01-11 01:02,2016-01-11 01:31,973
9564,2016-01-11 02:39,15,693,1,2016-01-11 02:45,2016-01-11 02:55,625
5188,2016-01-11 03:25,74,29,4,2016-01-11 03:52,2016-01-11 04:01,583
361,2016-01-11 03:38,38,966,3,2016-01-11 04:06,2016-01-11 04:11,361
30,2016-01-11 03:42,79,783,4,2016-01-11 04:04,2016-01-11 04:12,918
4411,2016-01-11 04:31,93,808,5,2016-01-11 04:47,2016-01-11 05:10,483
9523,2016-01-11 04:51,24,487,3,2016-01-11 05:14,2016-01-11 05:41,822
2085,2016-01-11 05:49,94,393,3,2016-01-11 06:02,2016-01-11 06:23,901
3988,2016-01-11 06:11,10,22,4,2016-01-11 06:24,2016-01-11 06:47,452
2862,2016-01-11 06:13,48,459,1,2016-01-11 06:30,2016-01-11 06:46,516
5182,2016-01-11 07:41,94,137,1,2016-01-11 08:01,2016-01-11 08:12,663
7855,2016-01-11 07:48,17,757,4,2016-01-11 08:15,2016-01-11 08:27,549
8984,2016-01-11 07:48,92,502,4,2016-01-11 07:59,2016-01-11 08:08,957
9769,2016-01-11 07:57,25,852,2,2016-01-11 08:25,2016-01-11 08:42,224
5468,2016-01-11 08:01,92,456,2,2016-01-11 08:23,2016-01-11 08:33,821
1054,2016-01-11 08:24,77,762,2,2016-01-11 08:34,2016-01-11 08:59,503
2928,2016-01-11 09:16,84,187,2,2016-01-11 09:22,2016-01-11 09:31,828
3033,2016-01-11 09:22,71,390,3,2016-01-11 09:27,2016-01-11 09:47,598
8964,2016-01-11 11:20,31,536,2,2016-01-11 11:34,2016-01-11 11:47,314
4804,2016-01-11 11:33,79,991,2,2016-01-11 11:44,2016-01-11 11:49,351
2083,2016-01-11 12:05,93,341,4,2016-01-11 12:34,2016-01-11 12:40,306
8261,2016-01-11 12:36,20,389,4,2016-01-11 12:55,2016-01-11 13:03,722
7378,2016-01-11 13:03,98,981,3,2016-01-11 13:23,2016-01-11 13:48,379
8692,2016-01-11 13:46,73,823,2,2016-01-11 13:58,2016-01-11 14:07,991
6257,2016-01-11 13:53,6,452,4,2016-01-11 14:00,2016-01-11 14:09,351
4645,2016-01-11 15:06,68,80,1,2016-01-11 15:35,2016-01-11 15:59,277
3428,2016-01-11 16:12,99,394,1,2016-01-11 16:29,2016-01-11 16:45,677
2872,2016-01-11 16:42,68,387,1,2016-01-11 17:06,2016-01-11 17:33,743
8772,2016-01-11 17:33,95,635,2,2016-01-11 17:55,2016-01-11 18:24,348
4550,2016-01-11 18:13,71,837,4,2016-01-11 18:30,2016-01-11 18:39,672
4344,2016-01-11 20:07,57,684,3,2016-01-11 20:24,2016-01-11 20:54,387
4420,2016-01-11 20:49,70,864,4,2016-01-11 21:15,2016-01-11 21:25,115
5418,2016-01-11 21:32,74,872,4,2016-01-11 22:01,2016-01-11 22:11,646
1528,2016-01-11 21:55,53,95,3,2016-01-11 22:01,2016-01-11 22:22,764
3500,2016-01-12 00:18,22,457,3,2016-01-12 00:30,2016-01-12 00:52,717
9748,2016-01-12 00:43,41,204,1,2016-01-12 01:10,2016-01-12 01:33,561
8489,2016-01-12 03:14,15,497,2,2016-01-12 03:41,2016-01-12 03:53,146
4061,2016-01-12 05:05,61,322,4,2016-01-12 05:14,2016-01-12 05:25,254
9689,2016-01-12 06:12,35,735,5,2016-01-12 06:21,2016-01-12 06:42,735
6263,2016-01-12 06:26,39,159,5,2016-01-12 06:49,2016-01-12 07:02,609
1140,2016-01-12 07:02,10,904,4,2016-01-12 07:21,2016-01-12 07:42,452
8774,2016-01-12 07:48,70,111,2,2016-01-12 08:01,2016-01-12 08:12,231
6196,2016-01-12 11:13,31,141,3,2016-01-12 11:26,2016-01-12 11:45,121
4659,2016-01-12 13:21,4,412,4,2016-01-12 13:48,2016-01-12 14:06,227
7164,2016-01-12 13:50,55,531,2,2016-01-12 14:19,2016-01-12 14:36,817
1316,2016-01-12 14:18,18,773,5,2016-01-12 14:41,2016-01-12 15:06,607
